Input Size,Insertion Time (ms)
65300,35.0558
65400,36.8686
65500,36.961
65600,35.0274
65700,35.83
65800,34.7811
65900,36.757
66000,37.4498
66100,36.0094
66200,34.0567
66300,36.9602
66400,35.851
66500,37.7885
66600,40.71
66700,34.5793
66800,35.6902
66900,40.1003
67000,40.0178
67100,34.301
67200,35.5183
67300,38.4562
67400,39.6849
67500,41.5491
67600,38.584
67700,37.1259
67800,82.456
67900,35.4256
68000,35.8662
68100,42.9004
68200,40.4993
68300,41.2282
68400,39.1879
68500,40.6789
68600,41.0589
68700,39.5939
68800,42.2059
68900,43.329
69000,42.6053
69100,41.8138
69200,44.6478
69300,42.0005
69400,40.0125
69500,42.5096
69600,41.3569
69700,43.8595
69800,38.6453
69900,42.8052
70000,39.6008
70100,44.0472
70200,45.3192
70300,42.2232
70400,39.7548
70500,42.6823
70600,41.9873
70700,42.8042
70800,44.0287
70900,40.6729
71000,44.1632
71100,45.6344
71200,41.9422
71300,43.1348
71400,41.1953
71500,46.5969
71600,44.3363
71700,41.5034
71800,44.5688
71900,39.6842
72000,45.1917
72100,44.1033
72200,42.027
72300,50.9102
72400,47.9974
72500,41.9238
72600,41.4834
72700,45.0163
72800,52.1599
72900,45.2856
73000,42.2402
73100,44.0707
73200,40.7124
73300,44.1615
73400,44.9267
73500,43.1477
73600,44.6102
73700,46.7379
73800,42.5222
73900,44.3404
74000,44.8244
74100,42.8773
74200,46.2649
74300,48.6242
74400,44.5553
74500,46.8102
74600,52.2743
74700,44.9582
74800,47.4137
74900,49.1237
75000,49.2983
75100,50.8061
75200,92.2067
75300,67.4062
75400,59.3918
75500,53.5646
75600,68.2331
75700,42.85
75800,44.6992
75900,49.686
76000,73.7534
76100,47.4396
76200,42.4827
76300,49.4892
76400,42.4838
76500,46.6875
76600,51.9812
76700,45.1214
76800,42.6217
76900,50.2391
77000,44.8232
77100,45.4538
77200,43.157
77300,42.4065
77400,39.7211
77500,44.5229
77600,50.1916
77700,50.7302
77800,48.7785
77900,46.7824
78000,45.9704
78100,43.8394
78200,45.9825
78300,46.4331
78400,47.0322
78500,44.0926
78600,46.8915
78700,49.9432
78800,46.3961
78900,47.697
79000,47.6571
79100,48.3781
79200,44.5676
79300,47.6436
79400,50.1672
79500,46.6617
79600,47.326
79700,50.7955
79800,46.5376
79900,48.333
80000,44.6875
80100,49.6796
80200,46.1845
80300,45.8718
80400,50.7792
80500,48.6268
80600,44.993
80700,47.6492
80800,47.8996
80900,47.9323
81000,54.9284
81100,49.3097
81200,52.3704
81300,47.04
81400,47.7951
81500,46.8049
81600,47.4964
81700,45.841
81800,51.0519
81900,49.0358
82000,46.5535
82100,47.6613
82200,47.8113
82300,47.3083
82400,46.391
82500,53.2638
82600,42.8157
82700,46.4096
82800,48.6078
82900,48.6423
83000,47.9917
83100,48.725
83200,47.4661
83300,47.8442
83400,47.6622
83500,47.9845
83600,46.8544
83700,51.3905
83800,51.1854
83900,52.7013
84000,49.8906
84100,50.8748
84200,49.4594
84300,49.5914
84400,49.2279
84500,49.8095
84600,53.454
84700,47.6933
84800,48.4695
84900,52.2354
85000,58.3089
85100,48.4247
85200,82.9286
85300,59.3884
85400,62.203
85500,50.7973
85600,52.9392
85700,53.7016
85800,49.6001
85900,56.0301
86000,57.5578
86100,56.2487
86200,52.1256
86300,66.7131
86400,55.2729
86500,51.3591
86600,49.6226
86700,48.8356
86800,50.4215
86900,50.7969
87000,52.532
87100,49.638
87200,52.7314
87300,47.6859
87400,53.4764
87500,50.2207
87600,50.1595
87700,50.7967
87800,53.399
87900,50.5199
88000,52.2438
88100,50.6461
88200,51.1017
88300,50.3644
88400,50.628
88500,55.4971
88600,48.3294
88700,51.5132
88800,49.5679
88900,52.3626
89000,53.3798
89100,58.3422
89200,49.4632
89300,50.496
89400,50.5924
89500,55.0107
89600,53.6334
89700,59.1504
89800,65.9517
89900,53.5856
90000,65.3973
90100,47.3765
90200,56.2318
90300,60.7802
90400,50.4666
90500,62.1953
90600,50.0016
90700,51.1705
90800,60.6862
90900,53.3205
91000,59.1549
91100,55.1921
91200,57.009
91300,66.3184
91400,56.4335
91500,92.0803
91600,57.162
91700,57.6345
91800,58.881
91900,57.5794
92000,56.675
92100,56.8974
92200,57.9654
92300,64.9873
92400,55.936
92500,64.1852
92600,53.1073
92700,77.8551
92800,49.932
92900,55.7359
93000,57.4384
93100,60.652
93200,66.6114
93300,62.2747
93400,71.691
93500,68.8164
93600,69.4635
93700,49.0604
93800,55.2255
93900,62.4244
94000,60.7193
94100,61.0924
94200,68.1258
94300,56.9792
94400,67.4221
94500,63.569
94600,59.8671
94700,66.2387
94800,68.1594
94900,74.5354
95000,58.5438
95100,81.955
95200,67.3745
95300,63.0794
95400,65.0787
95500,70.918
95600,51.9029
95700,55.8564
95800,56.9102
95900,61.4413
96000,58.6977
96100,57.1594
96200,55.0089
96300,52.3
96400,57.1232
96500,55.4765
96600,52.6277
96700,55.1419
96800,73.2479
96900,50.0075
97000,53.5758
97100,55.7375
97200,56.2903
97300,54.4347
97400,53.6199
97500,50.9478
97600,51.3466
97700,49.1853
97800,50.7135
97900,52.1907
98000,46.3714
98100,52.5472
98200,51.1753
98300,51.3412
98400,47.3074
98500,45.9281
98600,48.4909
98700,47.8827
98800,48.2904
98900,46.43
99000,48.8028
99100,48.012
99200,54.0766
99300,53.1982
99400,49.8126
99500,53.666
99600,53.4722
99700,49.8832
99800,53.1413
99900,70.1371
100000,46.344
105000,53.7172
110000,52.7702
115000,69.5176
120000,65.7671
125000,94.8419
130000,79.1746
135000,72.0884
140000,168.042
145000,117.463
150000,101.006
155000,103.818
160000,93.978
165000,100.009
170000,110.426
175000,102.814
180000,108.339
185000,153.566
190000,140.76
195000,117.951
200000,136.936
205000,113.658
210000,120.257
215000,135.655
220000,126.266
225000,179.042
230000,132.089
235000,154.588
240000,157.791
245000,153.359
250000,154.754
255000,173.89
260000,166.516
265000,184.921
270000,160.298
275000,435.483
280000,183.467
285000,186.934
290000,189.89
295000,221.172
300000,224.183
305000,216.48
310000,212.394
315000,223.44
320000,206.047
325000,219.589
330000,235.599
335000,244.385
340000,249.093
345000,231.245
350000,241.681
355000,243.642
360000,222.236
365000,249.203
370000,240.995
375000,253.073
380000,254.327
385000,276.899
390000,262.777
395000,260.565
400000,242.768
405000,268.19
410000,310.617
415000,273.374
420000,315.093
425000,304.081
430000,291.845
435000,299.357
440000,298.317
445000,313.463
450000,298.97
455000,313.719
460000,339.899
465000,341.604
470000,292.908
475000,333.935
480000,339.024
485000,344.41
490000,319.981
495000,339.951
500000,323.286
505000,347.203
510000,346.179
515000,351.871
520000,384.894
525000,406.101
530000,328.286
535000,429.013
540000,397.62
545000,789.599
550000,367.61
555000,405.038
560000,419.938
565000,371.009
570000,380.016
575000,369.651
580000,371.381
585000,389.552
590000,395.978
595000,407.76
600000,446.952
605000,399.463
610000,447.432
615000,399.085
620000,431.98
625000,449.98
630000,427.006
635000,399.086
640000,434.462
645000,458.507
650000,422.057
655000,433.453
660000,459.504
665000,422
670000,437.293
675000,434.553
680000,455.483
685000,461.144
690000,473.002
695000,463.493
700000,445.088
705000,502.902
710000,458.593
715000,474.094
720000,469.88
725000,582.149
730000,501.531
735000,508.591
740000,507.903
745000,478.437
750000,489.472
755000,511.082
760000,492.186
765000,529.986
770000,509.524
775000,508.508
780000,545.426
785000,527.966
790000,557.337
795000,518.29
800000,549.537
805000,556.456
810000,562.031
815000,553.827
820000,554.872
825000,584.532
830000,550.453
835000,595.677
840000,587.193
845000,614.971
850000,605.544
855000,592.189
860000,637.433
865000,625.207
870000,620.233
875000,632.537
880000,643.366
885000,597.574
890000,584.649
895000,639.468
900000,587.656
905000,612.704
910000,621.711
915000,641.502
920000,636.231
925000,689.675
930000,621.293
935000,645.179
940000,663.488
945000,737.547
950000,644.178
955000,667.372
960000,699.21
965000,709.156
970000,733.542
975000,744.629
980000,679.517
985000,726.94
990000,699.749
995000,721.793
